resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Testing, Algorithms, OOP, Debugging, Java, Data Structures, Git

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Testing, Algorithms, OOP, Debugging, Java, Data Structures, Git

Preferred Soft Skills:
Problem Solving, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Testing, Algorithms, OOP, Debugging, Java, Data Structures, Git",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
Docker, CI/CD, Terraform, Kubernetes, DevOps, Azure, Python

Soft Skills:
Teamwork, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a Cybersecurity Analyst.

Required Skills:
Python, Incident Response, Firewall, Linux, Network Security, SIEM, Penetration Testing

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
LLM, NLP, Docker, Transformers, Deep Learning, Python, TensorFlow

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
LLM, NLP, Docker, Transformers, Deep Learning, Python, TensorFlow

Preferred Soft Skills:
Time Management, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"LLM, NLP, Docker, Transformers, Deep Learning, Python, TensorFlow",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
DevOps, CI/CD, Azure, Docker, Terraform

Soft Skills:
Teamwork, Problem Solving

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
DevOps, CI/CD, Azure, Docker, Linux, AWS, Python

Preferred Soft Skills:
Leadership, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"DevOps, CI/CD, Azure, Docker",1,Medium Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
3 years experience

Technical Skills:
SIEM, Ethical Hacking, Cryptography, Incident Response, Python, Penetration Testing, Firewall

Soft Skills:
Teamwork, Problem Solving

Completed several projects related to Cybersecurity Analyst.","We are hiring a Data Scientist.

Required Skills:
SQL, Scikit-learn, TensorFlow, NumPy, Machine Learning, Statistics, Data Visualization

Preferred Soft Skills:
Critical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
Risk Assessment, Penetration Testing, Firewall, Incident Response, Cryptography, SIEM, Linux

Soft Skills:
Time Management, Leadership

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Risk Assessment, Penetration Testing, Firewall, Incident Response, Cryptography, SIEM, Linux

Preferred Soft Skills:
Leadership, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Risk Assessment, Penetration Testing, Firewall, Incident Response, Cryptography, SIEM, Linux",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Information Technology

Experience:
6 months internship

Technical Skills:
TensorFlow, SQL, Python, Scikit-learn, Data Visualization, NumPy, Machine Learning

Soft Skills:
Communication, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Web Developer.

Required Skills:
React, MongoDB, CSS, HTML, Bootstrap, Node.js, Git

Preferred Soft Skills:
Analytical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
Cryptography, Penetration Testing, SIEM, Incident Response, Ethical Hacking, Linux, Network Security

Soft Skills:
Time Management, Communication

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Cryptography, Penetration Testing, SIEM, Incident Response, Ethical Hacking, Linux, Network Security

Preferred Soft Skills:
Communication, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Cryptography, Penetration Testing, SIEM, Incident Response, Ethical Hacking, Linux, Network Security",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Data Science

Experience:
1 year experience

Technical Skills:
Data Visualization, SQL, Pandas, Machine Learning, Scikit-learn, NumPy, Python

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Data Visualization, SQL, Pandas, Machine Learning, Scikit-learn, NumPy, Python

Preferred Soft Skills:
Critical Thinking, Problem Solving

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Data Visualization, SQL, Pandas, Machine Learning, Scikit-learn, NumPy, Python",2,Strong Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
Fresher

Technical Skills:
Git, REST API, C++, OOP, Java, Python, Algorithms

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Git, REST API, C++, OOP, Java, Python, Algorithms

Preferred Soft Skills:
Problem Solving, Communication

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Git, REST API, C++, OOP, Java, Python, Algorithms",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
Networking, Terraform, Linux, Docker, DevOps, Kubernetes, Python

Soft Skills:
Communication, Critical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Web Developer.

Required Skills:
React, Node.js, Express, CSS, MongoDB, REST API, Bootstrap

Preferred Soft Skills:
Communication, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Network Security, Linux, Cryptography, Python, Incident Response

Soft Skills:
Analytical Thinking, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Network Security, Linux, Cryptography, Python, Ethical Hacking, SIEM, Penetration Testing

Preferred Soft Skills:
Analytical Thinking, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Network Security, Linux, Cryptography, Python",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Data Science

Experience:
3 years experience

Technical Skills:
Linux, Docker, CI/CD, Networking, AWS, Python, Terraform

Soft Skills:
Leadership, Problem Solving

Completed several projects related to Cloud Engineer.","We are hiring a AI Engineer.

Required Skills:
NLP, TensorFlow, Deep Learning, LLM, Docker, Transformers, Computer Vision

Preferred Soft Skills:
Analytical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
Terraform, Kubernetes, Python, Networking, CI/CD, Docker, AWS

Soft Skills:
Communication, Time Management

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Terraform, Kubernetes, Python, Networking, CI/CD, Docker, AWS

Preferred Soft Skills:
Time Management, Communication

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Terraform, Kubernetes, Python, Networking, CI/CD, Docker, AWS",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
1 year experience

Technical Skills:
LLM, Transformers, PyTorch, Deep Learning, Python

Soft Skills:
Time Management, Leadership

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
LLM, Transformers, PyTorch, Deep Learning, Computer Vision, Python, NLP

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"LLM, Transformers, PyTorch, Deep Learning",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Data Structures, Git, C++, Testing, Python

Soft Skills:
Critical Thinking, Communication

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Data Structures, Git, C++, Testing, Java, REST API, OOP

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Data Structures, Git, C++, Testing",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Scikit-learn, Deep Learning, NumPy, Pandas, TensorFlow, Machine Learning, Data Visualization

Soft Skills:
Analytical Thinking, Leadership

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Scikit-learn, Deep Learning, NumPy, Pandas, TensorFlow, Machine Learning, Data Visualization

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Scikit-learn, Deep Learning, NumPy, Pandas, TensorFlow, Machine Learning, Data Visualization",2,Strong Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
Networking, Python, Terraform, CI/CD, Docker

Soft Skills:
Leadership, Teamwork

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Networking, Python, Terraform, CI/CD, Linux, Azure, AWS

Preferred Soft Skills:
Problem Solving, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Networking, Python, Terraform, CI/CD",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
Fresher

Technical Skills:
SQL, Power BI, Business Intelligence, Statistics, Excel

Soft Skills:
Critical Thinking, Time Management

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
SQL, Power BI, Business Intelligence, Statistics, Excel, Reporting, Python

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"SQL, Power BI, Business Intelligence, Statistics",1,Medium Match
